timestamp,estimated_x,estimated_y,estimated_z,groundtruth_x,groundtruth_y,groundtruth_z,error_x,error_y,error_z,position_error,orientation_error_deg
1403636585.413556,-1.255356,5.133774,4.152417,-0.006717,0.033216,0.211876,-1.248639,5.100558,3.940541,6.565261,111.3453
1403636585.463556,-1.248247,5.147312,4.248382,-0.005286,0.033429,0.185169,-1.242961,5.113883,4.063213,6.648793,128.5836
1403636585.513556,-1.248839,5.166122,4.340338,-0.002815,0.032889,0.159293,-1.246024,5.133233,4.181045,6.736749,128.0668
1403636585.563556,-1.247673,5.173355,4.387590,-0.001124,0.035833,0.132754,-1.246549,5.137522,4.254836,6.786136,128.4525
1403636585.613555,-1.253819,5.187108,4.435600,0.003795,0.034140,0.111039,-1.257614,5.152968,4.324561,6.843720,128.1257
1403636585.663556,-1.266980,5.206959,4.483951,0.008839,0.032352,0.092938,-1.275819,5.174607,4.391013,6.905452,127.6542
1403636585.713556,-1.286016,5.232026,4.532889,0.014443,0.029858,0.078539,-1.300459,5.202168,4.454350,6.971010,128.0410
1403636585.763556,-1.304167,5.249351,4.554905,0.019526,0.028017,0.067994,-1.323693,5.221334,4.486911,7.010482,127.5774
1403636585.813555,-1.318543,5.259191,4.567232,0.024439,0.025662,0.060772,-1.342982,5.233529,4.506460,7.035738,127.5006
1403636585.863556,-1.335318,5.268677,4.572317,0.029239,0.023534,0.056536,-1.364557,5.245143,4.515781,7.054490,127.1886
1403636585.913556,-1.357197,5.284012,4.582478,0.033684,0.021457,0.054798,-1.390881,5.262555,4.527680,7.080178,127.3865
1403636585.963556,-1.371680,5.291888,4.595093,0.037560,0.020050,0.054125,-1.409240,5.271838,4.540968,7.099199,127.7170
1403636586.013556,-1.387723,5.302238,4.600723,0.040639,0.019018,0.054241,-1.428362,5.283220,4.546482,7.114994,127.1724
1403636586.063556,-1.410183,5.314629,4.606902,0.043311,0.018447,0.054950,-1.453494,5.296182,4.551952,7.133194,127.2197
1403636586.113555,-1.433363,5.323937,4.609191,0.045577,0.016782,0.056463,-1.478940,5.307155,4.552728,7.147062,127.1938
1403636586.163556,-1.455722,5.327542,4.616328,0.047532,0.014301,0.058595,-1.503254,5.313241,4.557733,7.159834,127.2670
1403636586.213556,-1.481458,5.337565,4.628639,0.049806,0.011200,0.060798,-1.531264,5.326365,4.567841,7.181928,127.4077
1403636586.263556,-1.498831,5.342310,4.636640,0.052814,0.008124,0.062635,-1.551645,5.334186,4.574005,7.196018,127.4380
1403636586.313555,-1.520192,5.353151,4.649372,0.056309,0.005525,0.064176,-1.576501,5.347626,4.585196,7.218482,127.4860
1403636586.363556,-1.544970,5.369289,4.666130,0.060814,0.003294,0.065253,-1.605784,5.365995,4.600877,7.248483,127.6650
1403636586.413556,-1.559649,5.388956,4.674611,0.065812,0.001154,0.066045,-1.625461,5.387802,4.608566,7.273886,127.8492
1403636586.463556,-1.571574,5.399952,4.680396,0.071479,-0.000393,0.066737,-1.643053,5.400345,4.613659,7.290350,127.6697
1403636586.513556,-1.586042,5.406905,4.685014,0.077085,-0.000861,0.067841,-1.663127,5.407766,4.617173,7.302616,148.7429
1403636586.563556,-1.602306,5.408620,4.687258,0.081938,-0.000214,0.069577,-1.684244,5.408834,4.617681,7.308566,64.2267
1403636586.613555,-1.622503,5.403686,4.704572,0.085816,0.001874,0.071799,-1.708319,5.401812,4.632773,7.318505,64.1093
1403636586.663556,-1.631771,5.395551,4.733563,0.088596,0.005521,0.074231,-1.720367,5.390030,4.659332,7.329493,109.6477
1403636586.713556,-1.644661,5.393118,4.776476,0.090420,0.009826,0.076486,-1.735081,5.383292,4.699990,7.353927,109.3929
1403636586.763556,-1.646139,5.390976,4.809155,0.091222,0.014076,0.077923,-1.737361,5.376900,4.731232,7.369805,150.6816
1403636586.813555,-1.642748,5.397250,4.846188,0.091177,0.019043,0.079062,-1.733925,5.378207,4.767126,7.393044,150.6539
1403636586.863556,-1.632180,5.400928,4.870448,0.090580,0.023029,0.079227,-1.722760,5.377899,4.791221,7.405774,109.9750
1403636586.913556,-1.626199,5.408596,4.910356,0.089218,0.025501,0.078957,-1.715417,5.383095,4.831399,7.433894,109.7457
1403636586.963556,-1.620063,5.413110,4.938468,0.087343,0.027248,0.078620,-1.707406,5.385862,4.859848,7.452575,124.0937
1403636587.013556,-1.613378,5.414883,4.961534,0.084918,0.029164,0.078740,-1.698296,5.385719,4.882794,7.465377,159.4523
1403636587.063556,-1.609921,5.411914,4.973324,0.082595,0.030800,0.078753,-1.692516,5.381114,4.894571,7.468455,159.7384
1403636587.113555,-1.608044,5.404139,4.979414,0.080322,0.033074,0.079001,-1.688366,5.371065,4.900413,7.464112,128.2588
1403636587.163556,-1.610083,5.392476,4.984317,0.078541,0.036388,0.078793,-1.688624,5.356088,4.905524,7.456762,161.2064
1403636587.213556,-1.610392,5.376797,4.990473,0.077090,0.040999,0.078498,-1.687482,5.335798,4.911975,7.446196,127.9101
1403636587.263556,-1.618511,5.361327,5.000148,0.076142,0.047182,0.077962,-1.694653,5.314145,4.922186,7.439079,44.3100
1403636587.313555,-1.624899,5.346263,5.016399,0.075590,0.055218,0.077410,-1.700489,5.291045,4.938989,7.435082,44.2573
1403636587.363556,-1.637271,5.334513,5.048210,0.075451,0.065174,0.076942,-1.712722,5.269339,4.971268,7.443981,56.7222
1403636587.413556,-1.641663,5.328282,5.092383,0.075818,0.076599,0.076521,-1.717481,5.251683,5.015862,7.462492,123.1920
1403636587.463556,-1.638466,5.326895,5.115327,0.077179,0.089432,0.076028,-1.715645,5.237463,5.039299,7.467864,36.1568
1403636587.513556,-1.628240,5.328761,5.136779,0.079451,0.103671,0.075712,-1.707691,5.225090,5.061067,7.472093,36.0823
1403636587.563556,-1.621212,5.327025,5.155883,0.082701,0.119316,0.075568,-1.703913,5.207709,5.080315,7.472158,36.5681
1403636587.613555,-1.610232,5.323613,5.191716,0.086307,0.136302,0.075786,-1.696539,5.187311,5.115930,7.480587,36.6727
1403636587.663556,-1.595991,5.318693,5.242658,0.090116,0.154151,0.076479,-1.686107,5.164542,5.166179,7.496990,36.5898
1403636587.713556,-1.578602,5.312240,5.307210,0.093868,0.172875,0.077535,-1.672470,5.139365,5.229675,7.520620,36.4882
1403636587.763556,-1.558426,5.304427,5.383604,0.097807,0.191641,0.078653,-1.656233,5.112786,5.304951,7.551569,36.3866
1403636587.813555,-1.535832,5.295370,5.470577,0.102092,0.210304,0.079349,-1.637924,5.085066,5.391228,7.589863,36.3313
1403636587.863556,-1.519898,5.298377,5.520333,0.106685,0.228609,0.079157,-1.626583,5.069768,5.441176,7.612800,36.0554
1403636587.913556,-1.501031,5.298938,5.583187,0.111617,0.246167,0.077969,-1.612648,5.052771,5.505218,7.644511,36.1130
1403636587.963556,-1.489843,5.295993,5.620478,0.116831,0.262926,0.076118,-1.606674,5.033067,5.544360,7.658531,36.2845
1403636588.013556,-1.475190,5.291062,5.672360,0.122079,0.278705,0.074050,-1.597269,5.012357,5.598310,7.682192,36.4168
1403636588.063556,-1.466349,5.283631,5.704826,0.126658,0.292946,0.071485,-1.593007,4.990685,5.633341,7.692798,36.4278
1403636588.113555,-1.455554,5.269022,5.730747,0.130527,0.305279,0.068809,-1.586081,4.963743,5.661938,7.694929,36.5471
1403636588.163556,-1.441239,5.253494,5.772570,0.134031,0.316288,0.066373,-1.575270,4.937206,5.706197,7.708318,36.2574
1403636588.213556,-1.432388,5.230109,5.804800,0.136777,0.325406,0.063978,-1.569165,4.904703,5.740822,7.712031,36.6181
1403636588.263556,-1.410063,5.210185,5.836755,0.138778,0.332445,0.061924,-1.548841,4.877740,5.774831,7.716212,36.7671
1403636588.313555,-1.397290,5.200625,5.860548,0.140058,0.337343,0.060387,-1.537348,4.863282,5.800161,7.723783,124.6333
1403636588.363556,-1.386051,5.186134,5.880543,0.140856,0.340127,0.059070,-1.526907,4.846007,5.821473,7.726887,99.4150
1403636588.413556,-1.378353,5.189487,5.909798,0.141481,0.340689,0.058053,-1.519834,4.848798,5.851745,7.750075,22.3958
1403636588.463556,-1.370789,5.200903,5.935879,0.141598,0.339332,0.057431,-1.512387,4.861571,5.878448,7.776782,106.5364
1403636588.513556,-1.361325,5.216660,5.952654,0.141629,0.336154,0.057832,-1.502954,4.880506,5.894822,7.799175,29.7805
1403636588.563556,-1.355838,5.228250,5.968967,0.140890,0.330890,0.059324,-1.496728,4.897360,5.909643,7.819732,29.5848
1403636588.613555,-1.348531,5.241372,6.002950,0.139612,0.323153,0.061318,-1.488143,4.918219,5.941632,7.855345,29.4929
1403636588.663556,-1.339902,5.256245,6.052492,0.137990,0.313475,0.063458,-1.477892,4.942770,5.989034,7.904662,28.8453
1403636588.713556,-1.330063,5.272342,6.115878,0.136236,0.301605,0.064596,-1.466299,4.970737,6.051282,7.967200,28.8423
1403636588.763556,-1.319535,5.290183,6.191721,0.134087,0.288417,0.065126,-1.453622,5.001766,6.126595,8.041507,28.3331
1403636588.813555,-1.313707,5.302610,6.234905,0.131283,0.273964,0.065356,-1.444990,5.028646,6.169549,8.089413,28.1621
1403636588.863556,-1.306648,5.316680,6.292956,0.127642,0.257939,0.065410,-1.434290,5.058741,6.227546,8.150483,27.9261
1403636588.913556,-1.298325,5.332630,6.364462,0.123395,0.240223,0.066024,-1.421720,5.092407,6.298438,8.223395,27.8093
1403636588.963556,-1.288944,5.350261,6.448246,0.118969,0.221291,0.067283,-1.407913,5.128970,6.380963,8.306940,27.2508
1403636589.013556,-1.278450,5.369407,6.542865,0.114363,0.201305,0.069120,-1.392813,5.168102,6.473745,8.399915,27.2144
1403636589.063556,-1.267044,5.390034,6.647167,0.109656,0.180304,0.071576,-1.376700,5.209730,6.575591,8.501470,26.8339
1403636589.113555,-1.255047,5.412040,6.760347,0.104654,0.158949,0.074433,-1.359701,5.253091,6.685914,8.610760,26.8904
1403636589.163556,-1.242467,5.435205,6.881205,0.099190,0.137031,0.077593,-1.341657,5.298174,6.803612,8.726960,26.9707
1403636589.213556,-1.229369,5.459253,7.009080,0.093396,0.114412,0.080666,-1.322765,5.344841,6.928414,8.849856,27.0473
1403636589.263556,-1.215665,5.484291,7.142693,0.087560,0.091256,0.083153,-1.303225,5.393035,7.059540,8.978882,27.1580
1403636589.313555,-1.201632,5.510135,7.281714,0.081563,0.067943,0.084960,-1.283195,5.442192,7.196754,9.113579,27.1177
1403636589.363556,-1.191230,5.530847,7.352762,0.075455,0.044234,0.085730,-1.266685,5.486613,7.267032,9.193323,27.3105
1403636589.413556,-1.182391,5.549535,7.393301,0.069097,0.021034,0.086249,-1.251488,5.528501,7.307052,9.247895,27.5458
1403636589.463556,-1.177370,5.561411,7.420515,0.062837,-0.002037,0.086666,-1.240207,5.563448,7.333849,9.288456,26.9424
1403636589.513556,-1.171004,5.575454,7.463752,0.056589,-0.025374,0.086632,-1.227593,5.600828,7.377120,9.343348,27.0924
1403636589.563556,-1.165443,5.588080,7.491951,0.050517,-0.048866,0.086548,-1.215960,5.636946,7.405403,9.385825,27.0842
1403636589.613555,-1.160731,5.598299,7.513440,0.044437,-0.071968,0.086322,-1.205168,5.670267,7.427118,9.421594,27.2102
1403636589.663556,-1.157645,5.604871,7.532388,0.038388,-0.094932,0.086050,-1.196033,5.699803,7.446338,9.453370,26.8330
1403636589.713556,-1.153027,5.614429,7.568343,0.032613,-0.117648,0.085564,-1.185640,5.732077,7.482779,9.500234,26.8949
1403636589.763556,-1.147098,5.626577,7.619180,0.026763,-0.139982,0.084284,-1.173861,5.766559,7.534896,9.560638,25.9497
1403636589.813555,-1.141691,5.641549,7.651288,0.021267,-0.161057,0.082473,-1.162958,5.802606,7.568815,9.607792,25.7959
1403636589.863556,-1.134915,5.659068,7.698888,0.016293,-0.180529,0.080239,-1.151208,5.839597,7.618649,9.667988,26.1247
1403636589.913556,-1.127152,5.679009,7.729672,0.011607,-0.198457,0.077726,-1.138759,5.877466,7.651946,9.715639,86.4797
1403636589.963556,-1.126743,5.692247,7.748298,0.007300,-0.214957,0.075345,-1.134043,5.907204,7.672953,9.749631,86.4305
1403636590.013556,-1.128521,5.704627,7.761064,0.003410,-0.229858,0.073487,-1.131931,5.934485,7.687577,9.777434,86.4389
1403636590.063556,-1.130764,5.716894,7.771411,0.000031,-0.242282,0.073143,-1.130795,5.959176,7.698268,9.800704,86.4872
1403636590.113555,-1.133040,5.728630,7.780851,-0.002693,-0.252458,0.073283,-1.130347,5.981088,7.707568,9.821288,86.5494
1403636590.163556,-1.137116,5.737897,7.790162,-0.004599,-0.259843,0.073919,-1.132517,5.997740,7.716243,9.838490,86.5967
1403636590.213556,-1.147197,5.754155,7.808807,-0.005227,-0.264058,0.074852,-1.141970,6.018213,7.733955,9.865954,57.4829
1403636590.263556,-1.154187,5.770569,7.844938,-0.004569,-0.265245,0.075826,-1.149618,6.035814,7.769112,9.905139,138.1602
1403636590.313555,-1.152672,5.780196,7.891121,-0.002635,-0.263515,0.076852,-1.150037,6.043711,7.814269,9.945442,172.8137
1403636590.363556,-1.146895,5.785824,7.934333,0.000477,-0.258909,0.077824,-1.147372,6.044733,7.856509,9.978977,175.9885
1403636590.413556,-1.149715,5.791804,7.977170,0.004778,-0.251422,0.078939,-1.154493,6.043226,7.898231,10.011768,166.8111
1403636590.463556,-1.158967,5.794298,8.032644,0.009862,-0.240983,0.080334,-1.168829,6.035281,7.952310,10.051368,169.1310
1403636590.513556,-1.160037,5.792082,8.065313,0.015825,-0.228303,0.082189,-1.175862,6.020385,7.983124,10.067668,169.1810
1403636590.563556,-1.154453,5.784819,8.110065,0.022301,-0.213531,0.084072,-1.176754,5.998350,8.025993,10.088683,169.1807
1403636590.613555,-1.142995,5.773430,8.165633,0.029158,-0.197172,0.085918,-1.172153,5.970602,8.079715,10.114536,169.1651
1403636590.663556,-1.126158,5.758295,8.230846,0.036110,-0.179362,0.087208,-1.162268,5.937657,8.143638,10.145220,169.1483
1403636590.713556,-1.104604,5.739808,8.304759,0.043185,-0.160400,0.088013,-1.147789,5.900208,8.216746,10.180609,169.1802
1403636590.763556,-1.078681,5.718647,8.386471,0.050122,-0.140325,0.088009,-1.128803,5.858972,8.298462,10.220872,169.3114
1403636590.813555,-1.048976,5.694785,8.475206,0.056835,-0.119523,0.087287,-1.105811,5.814308,8.387919,10.265777,169.6030
1403636590.863556,-1.015757,5.668465,8.570398,0.063487,-0.097668,0.085964,-1.079244,5.766133,8.484434,10.314974,169.8367
1403636590.913556,-0.979238,5.639791,8.671464,0.070113,-0.074936,0.084737,-1.049351,5.714727,8.586727,10.367792,170.1302
1403636590.963556,-0.939935,5.609338,8.778060,0.076764,-0.051758,0.083434,-1.016699,5.661096,8.694626,10.424884,170.4089
1403636591.013556,-0.897652,5.577369,8.889436,0.082839,-0.028605,0.082054,-0.980491,5.605974,8.807382,10.486099,170.8217
1403636591.063556,-0.867616,5.584256,8.973132,0.088468,-0.006025,0.080805,-0.956084,5.590281,8.892327,10.546981,171.0090
1403636591.113555,-0.845877,5.603999,9.026213,0.093677,0.016371,0.079895,-0.939554,5.587628,8.946318,10.589663,170.8143
1403636591.163556,-0.819829,5.617385,9.089721,0.098656,0.037961,0.078929,-0.918485,5.579424,9.010792,10.638043,159.5403
1403636591.213556,-0.802243,5.629711,9.164580,0.103230,0.058769,0.077871,-0.905473,5.570942,9.086709,10.696895,158.9868
1403636591.263556,-0.792373,5.641375,9.249313,0.107574,0.078289,0.076096,-0.899947,5.563086,9.173217,10.765953,159.3464
1403636591.313555,-0.791678,5.653700,9.296442,0.111418,0.096169,0.073779,-0.903096,5.557531,9.222663,10.805519,159.1825
